submissionDate,state,totalCases,newCases,totalDeaths,newDeaths
11/15/2021,PR,186619,76,3258,1
06/03/2021,TX,2947860,1862,50997,18
06/20/2021,AR,345605,222,5874,3
02/06/2022,AR,794342,981,9831,38
03/19/2022,CO,1342074,453,11887,0
12/07/2021,AR,534590,932,8776,24
03/17/2022,GA,2481419,1051,36444,77
10/01/2021,FL,3595933,4575,58798,146
06/13/2021,UT,409558,194,2323,0
02/28/2020,AK,0,0,0,0
04/25/2020,CO,13148,712,670,-2
11/11/2020,AR,126197,1962,2126,14
07/16/2021,TX,3023502,4239,51610,25
05/10/2020,OK,5355,55,296,3
10/23/2020,AK,12169,248,97,2
03/01/2021,WV,132048,193,2300,0
06/01/2021,NYC,949667,156,33253,9
02/15/2022,KS,758237,0,7860,0
01/01/2021,NYC,448506,6034,25107,46
03/10/2021,WV,134158,302,2330,4
06/03/2020,AR,8067,249,142,6
08/22/2021,AR,435256,1229,6674,29
07/29/2020,UT,39942,605,293,1
06/13/2020,HI,716,5,17,0
05/23/2020,MA,91662,763,6750,72
11/14/2021,AR,519760,307,8567,5
11/11/2020,TX,1065065,13166,20991,166
03/13/2020,TX,22,0,0,0
03/02/2021,OK,433922,484,6937,12
04/14/2021,OK,445554,222,7210,3
05/28/2020,AK,427,13,11,0
08/07/2021,MA,727278,883,18096,1
02/15/2021,PW,0,0,0,0
11/12/2021,AR,518863,515,8560,13
01/19/2021,CO,389053,1696,5388,2
10/17/2020,TX,820563,4885,18050,79
03/17/2021,UT,379780,699,2037,5
10/14/2020,WV,18818,263,391,4
10/03/2020,GA,340362,1538,7134,28
03/27/2020,MP,0,0,0,0
02/01/2022,OK,983937,4588,12193,0
09/14/2021,OK,587687,1966,8489,39
02/06/2020,OK,0,0,0,0
03/04/2022,KS,767482,513,7983,8
12/10/2020,FL,1081198,11392,20760,92
07/21/2021,FL,2469905,13539,38962,76
05/06/2020,HI,617,2,17,0
10/24/2020,AK,12525,356,97,0
07/13/2020,GA,121518,3790,3026,25
07/17/2020,AK,1736,42,27,0
05/27/2021,FL,2278409,2354,36976,39
02/27/2022,AK,230848,0,1130,0
08/03/2021,HI,41815,369,535,1
09/17/2020,CO,64910,506,2006,4
02/12/2020,MP,0,0,0,0
02/26/2021,FL,1863159,5428,32010,83
04/12/2021,AK,62566,78,341,0
10/29/2021,AS,4,0,0,0
05/30/2020,AK,435,3,12,1
07/03/2021,AK,68517,39,370,0
06/26/2021,PW,2,0,0,0
10/23/2020,NYC,261608,819,23662,5
06/08/2020,WV,2161,17,84,0
09/06/2021,AS,0,0,0,0
01/08/2022,AS,11,0,0,0
03/30/2021,KS,301862,0,4902,0
03/06/2022,GA,2470384,0,35782,0
01/18/2021,PR,89821,146,1693,3
10/27/2021,PW,10,0,0,0
06/25/2021,CO,562593,370,6766,1
01/30/2021,PW,0,0,0,0
09/21/2020,AK,6931,70,63,1
04/26/2021,OK,448178,200,7252,4
09/14/2021,UT,485466,1274,2753,13
04/04/2021,KS,302873,0,4932,0
01/30/2020,WV,0,0,0,0
01/07/2021,NYC,479975,7495,25425,71
04/09/2020,CO,6278,552,226,33
01/31/2020,HI,0,0,0,0
08/05/2021,AR,397238,2777,6247,17
02/17/2021,OK,428037,616,6705,17
04/02/2021,GA,1062555,1582,19176,57
05/18/2020,UT,7459,154,85,5
09/12/2020,AR,69710,727,964,11
11/20/2020,CO,199121,6259,2745,15
08/23/2021,WV,180019,830,3016,4
05/25/2020,OK,6792,43,347,7
01/30/2021,AR,294387,1824,4838,7
01/03/2022,KS,534399,14855,7044,43
11/30/2020,HI,17708,81,242,0
10/21/2021,FL,3652984,2113,60785,69
10/12/2021,MA,828110,1160,18783,10
08/03/2021,GA,1194768,3832,21723,25
05/06/2021,WV,155341,385,2713,6
07/05/2021,PW,2,0,0,0
07/03/2020,FL,185565,11203,4004,73
11/29/2020,AR,156247,1221,2470,21
08/21/2021,FL,3077737,18144,46363,387
03/12/2020,UT,4,1,0,0
01/04/2021,CO,356707,2067,4944,10
08/14/2021,HI,48376,764,545,1
11/02/2020,OK,137224,1655,1992,26
02/26/2020,CO,0,0,0,0
03/02/2021,UT,371979,487,1949,9
09/03/2021,KS,377123,1977,5630,49
05/18/2020,CO,22758,227,1224,9
11/15/2021,TX,4268082,1375,71633,9
06/14/2020,PW,0,0,0,0
01/05/2022,OK,731155,6280,11650,0
03/25/2022,UT,927296,131,4702,21
06/18/2020,WV,2418,42,88,0
05/22/2020,PR,1207,21,115,1
03/11/2021,AR,326040,340,5410,28
04/21/2021,TX,2853676,4856,49599,38
04/17/2020,WV,775,36,16,3
11/14/2020,AS,3,0,0,0
06/27/2020,AS,0,0,0,0
02/09/2022,MP,6784,221,23,0
02/10/2020,CO,0,0,0,0
07/20/2020,PR,4728,88,171,1
06/05/2021,MA,707940,217,17907,4
07/22/2020,PR,5239,270,178,3
01/09/2022,WV,357980,2108,5421,0
09/22/2020,OK,85354,1205,1282,18
04/15/2020,WV,718,24,12,2
04/17/2021,CO,498922,1574,6188,2
08/09/2021,OK,501353,1670,7596,12
09/10/2021,MA,777022,1873,18350,18
10/13/2021,FL,3634441,3495,60186,82
07/27/2021,PW,2,0,0,0
11/08/2020,KS,97633,0,1166,0
05/08/2020,MA,75333,1612,5263,116
06/02/2020,PR,1342,9,128,0
04/19/2021,NYC,911063,1721,32202,37
11/24/2021,FL,3709882,1749,62076,17
07/04/2021,OK,459298,224,7404,2
11/03/2021,CO,760964,3105,8308,16
06/08/2020,OK,8746,155,384,4
10/09/2020,OK,105114,1365,1494,14
10/24/2021,CO,733142,2173,8029,0
01/23/2020,OK,0,0,0,0
12/01/2021,KS,469767,4477,6705,19
03/11/2021,AK,57731,215,330,0
07/15/2021,OK,464607,750,7426,4
02/14/2020,CO,0,0,0,0
08/27/2020,AK,5002,85,52,2
06/30/2020,AR,20777,520,270,5
12/28/2020,FL,1263104,11924,22813,150
07/22/2021,OK,471176,1194,7467,5
07/08/2020,NYC,220585,458,23050,10
11/04/2020,AS,0,0,0,0
09/13/2021,MA,782107,1695,18369,7
07/05/2021,WV,164242,31,2899,0
12/10/2020,AK,38435,608,247,5
12/11/2020,GA,531593,6191,10031,56
07/12/2020,MP,33,2,2,0
10/06/2020,TX,773435,4132,17294,59
02/18/2022,HI,228073,471,1280,2
03/11/2022,WV,494875,469,6550,6
05/16/2021,FL,2251515,1989,36508,39
06/10/2020,NYC,211131,473,22539,46
06/18/2021,UT,411034,288,2326,2
02/11/2020,AK,0,0,0,0
03/28/2020,TX,2048,317,58,12
06/24/2021,UT,413008,462,2337,1
10/09/2020,PR,27762,207,719,5
12/04/2021,KS,474479,0,6730,0
05/31/2021,AS,0,0,0,0
06/07/2021,HI,35391,31,502,0
06/16/2021,WV,163311,90,2861,5
04/09/2021,KS,304236,469,4938,6
09/27/2021,NYC,1081308,1477,34214,18
08/16/2020,NYC,232863,298,23336,4
02/06/2022,HI,221173,898,1214,4
09/03/2021,GA,1433714,12018,23120,114
09/09/2021,AS,0,0,0,0
09/09/2020,AS,0,0,0,0
12/11/2020,OK,256741,3425,3558,54
12/15/2020,HI,19177,52,272,0
02/12/2022,AR,806076,1931,10025,48
02/26/2021,TX,2629116,7961,46188,155
03/26/2021,AS,0,-4,0,0
02/23/2021,MP,143,0,2,0
05/26/2020,NYC,203273,471,21892,52
07/28/2020,GA,178676,4399,3563,54
11/15/2020,HI,16379,0,221,0
05/05/2020,HI,615,1,17,0
09/22/2020,PR,22367,766,609,8
02/19/2021,AR,314713,268,5336,13
05/21/2021,CO,545597,788,6497,19
08/18/2020,TX,550232,7282,13309,147
08/14/2020,PR,12093,176,322,14
07/13/2021,PR,142306,118,2546,3
04/02/2022,UT,927922,0,4721,0
07/02/2021,GA,1135526,433,21443,15
05/09/2021,WV,156406,405,2726,0
12/03/2020,NYC,332583,4129,24090,22
10/06/2020,MA,135957,495,9559,6
12/28/2021,GA,1772897,13018,31297,51
09/30/2020,AR,83697,942,1369,19
04/12/2021,HI,31113,68,468,0
01/26/2021,MP,132,0,2,0
05/06/2020,TX,34422,1053,1200,32
01/12/2021,MA,442529,5487,13474,69
06/12/2021,OK,454785,187,7354,24
08/21/2020,HI,6328,280,45,0
09/28/2021,UT,505004,1130,2905,13
03/22/2022,HI,232845,0,1356,0
02/16/2021,GA,969702,2895,16174,246
10/31/2020,PW,0,0,0,0
04/07/2020,KS,900,55,27,2
11/27/2021,MP,692,43,3,0
03/26/2020,AS,0,0,0,0
05/25/2020,HI,636,0,17,0
12/25/2020,GA,624630,6054,10631,49
11/26/2020,AK,29292,636,189,4
02/23/2020,FL,0,0,0,0
07/15/2020,HI,1286,19,22,0
01/25/2021,AR,284702,636,4650,44
05/13/2020,UT,6675,127,75,0
10/16/2021,CO,714596,2202,7881,17
08/23/2021,OK,532388,1676,7813,19
07/19/2021,AS,0,0,0,0
03/23/2020,AS,0,0,0,0
02/19/2022,AR,813925,977,10291,20
07/07/2020,PW,0,0,0,0
09/25/2021,WV,233426,1758,3523,0
09/10/2021,KS,387152,2151,5766,73
03/14/2021,CO,453903,1105,6038,2
01/28/2022,CO,1267897,8271,11061,56
06/26/2020,TX,137624,5707,2904,72
04/04/2021,UT,387341,344,2192,60
11/10/2020,AK,19898,551,136,0
08/12/2021,AS,0,0,0,0
12/31/2021,PR,272290,0,3305,0
03/04/2020,GA,7,2,0,0
03/08/2020,NYC,18,8,1,0
10/17/2021,MA,835303,996,18834,3
08/01/2021,AK,72753,234,382,0
01/18/2021,UT,324919,1082,1500,7
05/01/2021,PW,0,0,0,0
05/17/2021,AS,0,0,0,0
02/12/2020,CO,0,0,0,0
12/24/2021,PR,208028,0,3288,0
01/01/2022,KS,519544,0,7001,0
12/17/2021,TX,4397558,5991,73756,98
08/20/2020,OK,55494,824,903,9
11/17/2020,FL,885046,7781,18810,62
07/20/2020,PW,0,0,0,0
05/20/2021,MA,703897,605,17802,8
08/29/2020,FL,606229,2576,13846,119
05/05/2020,PW,0,0,0,0
04/29/2020,OK,4346,148,233,6
11/18/2021,PR,187096,191,3260,1
03/10/2021,KS,297229,778,4851,35
09/20/2020,UT,64355,817,440,1
09/18/2020,UT,62467,836,437,0
05/09/2021,KS,310810,114,5016,0
09/24/2021,UT,500698,1672,2869,9
02/28/2021,WV,131855,275,2300,3
11/19/2021,MP,431,23,3,0
08/08/2020,WV,7563,130,131,4
11/05/2020,GA,399017,2410,8126,54
02/17/2021,KS,288717,1267,4521,115
09/16/2020,PR,20167,518,580,14
09/27/2020,HI,12167,90,131,0
07/27/2020,KS,26172,1063,335,9
03/03/2020,AK,0,0,0,0
05/23/2020,MP,22,0,2,0
05/02/2021,NYC,932301,1276,32670,41
08/08/2021,UT,439823,672,2500,3
12/27/2021,OK,700033,3660,11555,219
02/19/2020,UT,0,0,0,0
10/17/2020,AR,98422,883,1684,19
12/08/2020,OK,246309,3939,3391,53
06/20/2020,UT,17400,574,155,-1
05/01/2021,AS,0,0,0,0
08/19/2020,MA,115048,262,8886,16
07/19/2021,AK,69891,146,374,0
12/11/2021,TX,4369418,4704,73364,27
02/17/2020,KS,0,0,0,0
04/29/2021,AS,0,0,0,0
04/18/2020,FL,24628,741,908,38
06/07/2020,PR,1434,4,130,0
09/27/2021,UT,503874,1060,2892,9
08/12/2020,KS,32547,817,395,8
09/02/2020,WV,10642,135,230,8
01/30/2021,FL,1683781,7635,28573,148
08/20/2021,AS,0,0,0,0
03/16/2021,FL,1946288,4710,33312,58
02/28/2020,UT,0,0,0,0
03/16/2022,AK,236471,470,1169,1
04/02/2020,TX,4665,669,143,21
10/01/2021,AK,110850,1005,557,1
06/21/2020,AR,15561,419,225,1
07/12/2021,CO,569053,266,6853,0
11/14/2021,AS,4,0,0,0
07/12/2020,HI,1217,20,19,0
12/18/2021,AS,11,1,0,0
03/01/2020,HI,0,0,0,0
01/29/2022,FL,5540704,19663,67963,241
07/09/2020,KS,17618,0,282,0
08/18/2021,WV,175638,820,2997,7
03/28/2022,KS,769850,150,8222,1
04/21/2020,KS,2025,39,107,7
04/23/2021,MA,680007,1621,17531,8
08/31/2021,AK,84597,606,431,4
03/24/2020,MP,0,0,0,0
02/26/2020,PW,0,0,0,0
09/14/2021,PW,5,0,0,0
06/13/2020,GA,56017,1043,2446,28
08/31/2021,UT,464422,1218,2634,6
04/24/2021,MA,681570,1563,17541,10
07/29/2021,PW,2,0,0,0
07/10/2021,KS,320661,224,5179,3
09/28/2020,PR,25147,198,648,11
12/23/2020,GA,608290,7773,10519,56
08/06/2021,KS,339527,1089,5299,13
01/02/2021,AR,231442,2000,3729,18
12/26/2020,PW,0,0,0,0
02/17/2022,HI,227602,610,1278,16
05/15/2020,FL,42984,478,2075,32
03/24/2020,GA,1259,182,38,7
02/21/2021,AR,315514,284,5357,9
11/08/2021,MP,351,1,3,0
05/18/2020,PR,1107,8,113,1
12/08/2021,FL,3733954,2815,62416,13
09/24/2020,HI,11855,111,124,2
09/07/2020,MP,58,0,2,0
01/05/2021,TX,1843153,31630,32779,326
03/11/2020,FL,26,6,5,0
04/04/2022,UT,927922,0,4721,0
08/18/2020,MP,54,4,2,0
05/06/2021,OK,450344,207,7269,1
09/03/2020,MP,57,0,2,0
12/18/2020,AK,42334,487,266,1
01/20/2022,OK,880342,13939,11872,0
06/11/2021,OK,454598,204,7330,1
08/07/2021,PW,2,0,0,0
12/01/2020,OK,224834,4902,3001,53
10/11/2021,GA,1607923,1752,27283,47
04/29/2021,HI,32580,115,480,1
02/01/2022,PR,459204,1703,3887,32
02/07/2021,AK,53769,212,309,0
05/25/2021,OK,452496,15,7291,0
07/13/2020,AR,28939,572,323,2
06/05/2021,TX,2952601,1979,51042,18
12/08/2021,MP,1182,0,5,0
05/29/2021,OK,453094,139,7298,1
08/11/2020,MA,112969,296,8771,14
05/17/2021,HI,34247,67,489,0
05/06/2020,KS,5734,276,144,7
05/16/2021,AK,66769,43,347,0
07/28/2021,NYC,973129,1467,33522,6
01/13/2021,KS,252041,4539,3355,100
04/15/2020,AS,0,0,0,0
02/02/2020,OK,0,0,0,0
08/18/2021,MP,220,1,2,0
01/22/2021,FL,1603611,12066,27259,211
03/21/2020,KS,55,11,2,1
03/10/2021,NYC,768646,4570,30051,74
02/05/2020,AK,0,0,0,0
06/25/2021,KS,317304,144,5147,8
07/29/2021,HI,39624,232,531,2
03/17/2022,AK,236471,0,1169,0
10/27/2020,OK,127783,1441,1845,14
06/18/2020,MA,101853,199,7859,23
07/11/2020,MP,31,0,2,0
02/29/2020,GA,2,2,0,0
08/14/2021,TX,3318801,26454,53048,117
08/14/2021,FL,2924918,16546,43780,348
07/13/2021,AS,0,0,0,0
03/07/2021,PW,0,0,0,0
02/25/2020,WV,0,0,0,0
07/07/2021,TX,2997665,1846,51517,6
05/27/2020,AR,6277,97,120,1
09/21/2020,KS,53959,1674,600,4
02/24/2021,KS,292837,1122,4724,81
03/15/2022,KS,768820,0,8028,0
05/29/2021,WV,161429,142,2792,0
03/25/2021,GA,1051361,1964,18751,91
07/26/2020,MA,108380,273,8557,14
02/29/2020,MA,1,0,0,0
10/14/2021,WV,257042,1264,4048,50
01/05/2021,KS,231317,0,2897,0
02/01/2020,KS,0,0,0,0
05/10/2021,MP,170,1,2,0
11/26/2021,PR,187822,104,3266,0
08/05/2021,MA,725189,1171,18093,2
12/13/2021,TX,4376245,4237,73409,9
05/05/2021,UT,398979,480,2219,2
09/16/2021,GA,1519522,5852,24460,197
07/13/2020,HI,1239,22,22,3
03/14/2022,KS,768820,95,8028,22
11/19/2021,UT,582929,1764,3428,17
06/02/2020,UT,10353,252,113,-1
04/16/2020,MP,13,0,2,0
04/03/2020,MA,10402,1436,273,39
07/16/2021,PR,142866,176,2548,0
03/19/2022,UT,926442,0,4561,0
04/11/2020,CO,7085,438,274,24
08/06/2021,PR,151729,452,2595,8
08/30/2021,AR,450265,882,6912,33
12/15/2020,AS,3,0,0,0
03/28/2020,NYC,41557,5088,808,228
12/24/2021,NYC,1331541,0,35172,0
09/06/2021,MP,248,0,2,0
05/19/2021,KS,312591,259,5053,13
06/06/2021,AK,67680,16,362,0
02/26/2020,UT,0,0,0,0
10/28/2021,TX,4211838,4146,69668,183
04/08/2021,PW,0,0,0,0
05/11/2020,UT,6395,78,72,5
03/26/2022,AR,832515,121,11209,6
12/03/2020,MA,240907,6675,10976,48
06/15/2021,PW,2,0,0,0
06/24/2021,PW,2,0,0,0
04/28/2020,NYC,169077,1054,17904,296
05/04/2020,MP,14,0,2,0
07/30/2020,AR,41759,791,442,8
03/21/2020,PR,0,0,0,0
05/11/2021,HI,33723,58,485,0
12/31/2020,AK,45771,372,281,3
07/21/2021,OK,469982,1581,7462,4
11/20/2020,PR,49264,1181,1003,12
02/25/2022,AS,84,12,0,0
02/20/2021,HI,27011,61,427,0
03/06/2022,OK,1024471,0,13278,0
02/10/2022,AS,57,0,0,0
02/14/2021,PW,0,0,0,0
09/20/2020,TX,688534,2466,16308,74
11/23/2021,MA,900985,3111,19309,25
06/15/2020,AR,12917,416,182,3
12/27/2021,HI,100559,3537,1071,0
08/24/2020,FL,590693,2698,13198,116
10/06/2021,TX,4095261,12566,65433,371
10/18/2020,AK,11024,210,91,0
06/22/2020,AS,0,0,0,0
08/01/2020,AS,0,0,0,0
02/05/2021,AK,53433,160,308,0
08/11/2021,GA,1238383,6958,21894,32
02/06/2020,MP,0,0,0,0
03/19/2021,AK,58708,63,332,0
06/16/2020,AR,13191,274,188,6
09/17/2021,AR,482743,1809,7412,17
12/25/2020,PW,0,0,0,0
08/16/2020,PW,0,0,0,0
03/06/2020,PR,0,0,0,0
10/06/2021,MA,819939,1649,18707,27
12/02/2021,NYC,1166476,2050,34868,11
02/16/2020,MP,0,0,0,0
10/01/2020,AK,8029,138,71,2
12/05/2021,PR,188819,146,3273,1
02/28/2022,NYC,2278549,552,39812,27
09/11/2021,AS,0,0,0,0
06/26/2021,MA,709738,56,17989,2
03/28/2021,NYC,841865,4456,31107,64
06/17/2021,FL,2312861,1882,37686,26
02/05/2021,MP,133,0,2,0
08/30/2020,FL,607893,1664,13944,98
09/12/2020,WV,12521,347,265,2
04/26/2021,HI,32349,65,475,0
02/24/2022,KS,764239,0,7930,0
05/03/2020,TX,31548,1026,1107,35
04/16/2020,GA,15808,989,624,45
02/17/2022,CO,1325386,1431,11659,0
11/23/2021,MP,474,10,3,0
08/17/2020,PW,0,0,0,0
08/25/2020,CO,57109,316,1926,7
03/26/2020,AK,63,14,3,2
03/25/2021,PR,107038,407,2096,3
03/24/2020,AR,230,33,2,2
02/01/2020,AK,0,0,0,0
08/16/2020,OK,52812,382,859,13
01/19/2022,MP,4118,51,21,0
07/30/2021,HI,40176,552,534,3
05/11/2021,UT,400783,224,2236,11
09/15/2020,GA,310866,1848,6398,45
05/14/2020,AR,4348,112,98,1
04/15/2021,AK,63081,186,341,0
02/03/2021,UT,350000,1591,1697,12
05/29/2020,CO,26157,350,1436,15
12/14/2021,UT,614270,920,3673,12
06/23/2020,PR,1701,7,138,1
12/28/2021,AK,150643,0,945,0
02/05/2022,CO,1302674,3448,11202,0
07/14/2021,MA,711676,230,18013,1
01/26/2022,AS,18,0,0,0
10/14/2020,HI,13636,98,183,10
08/08/2020,FL,519554,6035,10624,162
07/20/2020,AR,33927,699,363,6
11/10/2020,UT,137385,2517,672,11
08/06/2020,UT,43606,510,331,3
12/14/2021,AS,10,0,0,0
02/28/2020,HI,0,0,0,0
09/09/2020,PR,18252,145,499,12
11/24/2020,MA,211199,2576,10640,28
09/30/2021,PR,180947,91,3147,6
04/20/2020,TX,19458,535,673,26
02/23/2020,AK,0,0,0,0
08/13/2020,AK,3979,81,43,0
07/23/2021,KS,327267,770,5239,21
08/02/2020,FL,479771,4745,9352,200
07/20/2021,CO,573032,523,6888,2
04/02/2021,AR,330753,144,5639,3
02/29/2020,AK,0,0,0,0
04/27/2020,GA,23268,774,944,32
05/27/2020,UT,8815,157,106,3
06/19/2021,TX,2975175,2004,51294,20
09/27/2020,KS,56592,0,632,0
12/05/2021,NYC,1173019,6543,34883,15
07/07/2020,TX,210585,10028,4217,164
03/31/2021,AR,330398,212,5626,10
06/13/2020,AS,0,0,0,0
05/09/2021,AS,0,0,0,0
08/17/2020,TX,542950,7908,13162,135
06/30/2021,PW,2,0,0,0
06/29/2020,FL,149298,5965,3729,49
08/15/2021,TX,3323973,5098,53091,43
10/03/2021,AK,112308,729,557,0
01/04/2021,KS,231317,3572,2897,18
06/22/2020,AR,16083,522,227,2
03/17/2020,NYC,2979,1035,12,5
07/21/2020,FL,370392,9545,6751,213
03/08/2022,AK,233394,0,1158,0
02/23/2021,AS,4,0,0,0
02/25/2020,FL,0,0,0,0
09/04/2020,AS,0,0,0,0
11/09/2020,CO,141853,4004,2408,14
11/16/2020,AK,23418,561,159,1
05/31/2020,NYC,206857,655,22131,51
04/15/2021,WV,147596,393,2772,16
10/19/2020,GA,364909,1134,7657,19
11/27/2021,HI,84466,132,1004,0
09/29/2020,AR,82755,706,1350,19
08/14/2020,WV,8274,123,157,4
02/17/2022,AR,811669,1149,10235,45
10/14/2020,OK,110994,1276,1588,20
02/01/2022,UT,888368,2845,4138,20
06/21/2020,FL,97316,2737,3333,40
09/24/2020,GA,327158,1608,6822,49
11/08/2020,FL,828872,3812,18244,48
07/01/2020,TX,168062,8076,3366,99
03/09/2020,NYC,25,7,1,0
09/09/2020,PW,0,0,0,0
04/16/2021,WV,148071,475,2777,5
01/27/2020,HI,0,0,0,0
02/23/2021,AR,316593,834,5377,14
01/08/2021,OK,354099,3375,5015,64
08/24/2021,OK,534922,2534,7835,22
01/16/2022,HI,165622,3856,1115,3
05/12/2021,GA,1112297,921,20432,41
04/01/2020,TX,3996,730,122,21
09/19/2021,AS,0,0,0,0
02/02/2021,GA,917440,4961,14450,208
12/19/2020,NYC,390403,2700,24547,38
08/15/2021,GA,1265547,6466,22002,12
03/01/2021,CO,440044,704,5952,1
03/01/2021,UT,371492,257,1940,5
03/11/2020,TX,18,3,0,0
11/13/2021,HI,82914,78,966,0
11/02/2020,PW,0,0,0,0
04/20/2020,MA,39643,1566,2480,183
03/25/2021,PW,0,0,0,0
10/28/2020,AR,108640,961,1875,18
11/17/2020,GA,430571,4335,9008,41
03/28/2021,AR,329929,69,5595,5
05/29/2021,NYC,949070,322,33221,10
07/09/2021,GA,1139396,904,21486,16
06/03/2021,NYC,950172,334,33277,12
10/29/2020,WV,23466,402,443,7
11/27/2020,HI,17498,83,238,3
08/20/2021,TX,3411118,15343,53738,174
02/03/2022,PW,2355,237,0,0
03/02/2022,WV,491042,498,6381,42
08/28/2020,HI,8113,310,59,4
05/12/2020,AS,0,0,0,0
04/26/2020,PR,766,0,74,1
12/23/2021,AK,149815,0,945,0
05/16/2021,PW,0,0,0,0
07/09/2020,HI,1136,27,19,0
12/01/2020,NYC,324863,2354,24048,15
09/13/2020,TX,659434,1845,15834,68
08/02/2020,AK,3274,136,36,2
02/09/2021,UT,356040,918,1748,10
01/05/2022,MP,3518,65,18,0
08/21/2020,PR,14307,193,376,15
05/30/2020,WV,1989,17,75,1
06/26/2020,HI,855,6,17,0
09/17/2020,GA,315618,2083,6474,55
05/15/2020,AS,0,0,0,0
04/15/2021,NYC,901353,3081,32049,39
12/30/2021,MP,3208,123,13,0
04/01/2020,MP,2,0,0,0
01/31/2021,AK,52762,126,308,0
04/16/2020,WV,739,21,13,1
08/09/2020,WV,7694,131,139,8
08/27/2021,NYC,1028429,1738,33799,9
03/06/2020,MA,7,5,0,0
07/24/2021,KS,327762,495,5240,1
02/09/2022,TX,6407921,12587,80005,294
02/10/2021,CO,419622,1200,5770,24
11/06/2021,CO,771899,3337,8407,0
08/28/2021,AK,83250,370,427,0
06/05/2021,KS,314893,102,5084,0
05/30/2021,PW,0,0,0,0
08/07/2020,MP,47,1,2,0
08/09/2020,FL,523636,4082,10796,172
09/06/2020,UT,55347,341,421,1
04/20/2021,FL,2141627,5627,35143,63
11/05/2021,MP,339,9,3,0
06/08/2021,KS,315299,200,5100,0
01/18/2021,HI,23840,115,319,0
06/07/2020,PW,0,0,0,0
01/29/2021,FL,1676146,14654,28425,145
12/08/2021,UT,607954,1423,3622,16
03/07/2021,MA,591356,1425,16479,26
03/26/2022,UT,927296,0,4702,0
06/19/2021,NYC,953861,142,33373,0
03/09/2020,CO,12,1,0,0
03/17/2021,AK,58493,176,331,0
11/11/2021,OK,652735,1043,11006,-11
04/30/2021,HI,32694,114,480,0
06/17/2020,PW,0,0,0,0
04/01/2021,PW,0,0,0,0
08/15/2021,AK,77009,333,395,0
09/17/2021,NYC,1064790,1736,34067,10
10/23/2020,PR,32995,692,790,8
09/29/2021,KS,408934,1241,6051,27
06/14/2020,PR,1574,9,135,0
05/10/2020,TX,38869,1009,1322,27
08/18/2021,NYC,1011311,2373,33694,8
01/23/2020,NYC,0,0,0,0
09/15/2020,PR,19649,397,566,24
05/04/2020,GA,27594,753,1211,33
03/31/2022,FL,5851503,1598,73410,1
11/10/2020,MP,100,2,2,0
05/11/2021,WV,156875,258,2734,5
07/11/2020,AS,0,0,0,0
04/02/2021,HI,30017,129,460,0
07/07/2021,AS,0,0,0,0
07/06/2020,WV,3442,107,95,0
12/31/2020,MP,122,0,2,0
09/29/2020,HI,12373,121,134,2
02/05/2020,WV,0,0,0,0
02/13/2020,AR,0,0,0,0
10/03/2021,NYC,1090226,1444,34308,9
12/07/2021,MA,951969,4506,19567,51
12/31/2021,MA,1140614,22703,20273,52
05/21/2021,WV,159735,285,2772,3
04/22/2020,AK,335,6,9,0
09/27/2021,PW,7,0,0,0
03/30/2020,OK,1560,84,30,5
02/24/2022,NYC,2276124,888,39756,38
01/22/2020,PW,0,0,0,0
01/23/2021,GA,862158,8985,13246,186
12/04/2021,MA,935844,0,19489,0
04/29/2021,PW,0,0,0,0
02/28/2021,OK,433168,266,6913,12
01/20/2021,UT,328308,2087,1517,10
07/09/2021,TX,3004105,2397,51518,1
03/15/2022,OK,1028420,0,13730,0
11/16/2020,MA,190439,2164,10417,30
05/18/2020,AS,0,0,0,0
02/22/2021,GA,987041,1536,16835,91
09/02/2021,AK,86028,670,435,0
06/12/2020,NYC,211945,384,22611,38
04/05/2021,AK,61446,117,340,0
04/23/2020,AR,2465,184,45,3
08/04/2021,AR,394461,2838,6230,15
01/14/2021,AR,264511,2491,4228,42
02/10/2020,TX,0,0,0,0
01/20/2022,CO,1190739,15996,10768,42
02/08/2020,PW,0,0,0,0
01/22/2022,AK,188612,0,1018,0
12/19/2021,PW,10,0,0,0
08/07/2021,KS,340416,889,5306,7
09/04/2020,GA,290938,2298,5931,63
02/11/2021,AS,3,0,0,0
07/26/2020,GA,171200,2740,3498,3
12/15/2021,MA,991709,5763,19753,28
03/06/2021,WV,133290,326,2323,5
12/25/2020,OK,302990,2717,4224,48
12/12/2021,HI,86225,209,1047,5
05/17/2021,TX,2920389,500,50525,38
11/27/2020,KS,153021,5224,1529,26
09/07/2021,KS,381703,1145,5678,12
03/27/2021,HI,29426,189,459,3
12/09/2021,WV,304355,1182,5055,19
08/16/2020,AR,52665,673,599,-1
10/20/2020,OK,118187,1486,1693,25
09/13/2020,AK,6277,62,59,0
01/27/2020,AS,0,0,0,0
02/04/2022,CO,1299226,2715,11202,8
08/03/2021,AR,391623,2343,6215,16
01/28/2021,NYC,601298,5945,26918,82
03/20/2022,TX,6620575,2422,85479,7
01/31/2020,FL,0,0,0,0
06/22/2020,WV,2571,28,90,1
03/23/2022,NYC,2298629,1724,40048,2
02/05/2021,PR,97096,468,1865,10
02/07/2022,CO,1307193,1766,11404,202
02/12/2022,MA,1648656,0,22791,0
01/06/2022,AK,155871,0,947,0
09/02/2020,AR,62112,615,841,27
11/20/2021,MP,438,7,3,0
